r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2305,6401,10497,14593,18689,22785,26881,30977,35073,39169,43265,47361,51457,55553,59649,63745,67841,71937,76033,80129,84225,88321,92417,96513,100609,104705,108801,112897,116993,121089,125185,129281,133377,137473,141569,145665,149761,153857,157953,162049,166145,170241,174337,178433,182529,186625,190721,194817,198913,203009,207105,211201,215297,219393,223489,227585,231681,235777,239873,243969,248065,252161,256257,260353,264449,268545,272641,276737,280833,284929,289025,293121,297217,301313,305409,309505,313601,317697,321793,325889,329985,334081,338177,342273,346369,350465,354561,358657,362753,366849,370945,375041,379137,383233,387329,391425,395521,399617,403713,407809
12,4353,12545,20737,28929,37121,45313,53505,61697,69889,78081,86273,94465,102657,110849,119041,127233,135425,143617,151809,160001,168193,176385,184577,192769,200961,209153,217345,225537,233729,241921,250113,258305,266497,274689,282881,291073,299265,307457,315649,323841,332033,340225,348417,356609,364801,372993,381185,389377,397569,405761,413953,422145,430337,438529,446721,454913,463105,471297,479489,487681,495873,504065,512257,520449,528641,536833,545025,553217,561409,569601,577793,585985,594177,602369,610561,618753,626945,635137,643329,651521,659713,667905,676097,684289,692481,700673,708865,717057,725249,733441,741633,749825,758017,766209,774401,782593,790785,798977,807169,815361
13,8449,24833,41217,57601,73985,90369,106753,123137,139521,155905,172289,188673,205057,221441,237825,254209,270593,286977,303361,319745,336129,352513,368897,385281,401665,418049,434433,450817,467201,483585,499969,516353,532737,549121,565505,581889,598273,614657,631041,647425,663809,680193,696577,712961,729345,745729,762113,778497,794881,811265,827649,844033,860417,876801,893185,909569,925953,942337,958721,975105,991489,1007873,1024257,1040641,1057025,1073409,1089793,1106177,1122561,1138945,1155329,1171713,1188097,1204481,1220865,1237249,1253633,1270017,1286401,1302785,1319169,1335553,1351937,1368321,1384705,1401089,1417473,1433857,1450241,1466625,1483009,1499393,1515777,1532161,1548545,1564929,1581313,1597697,1614081,1630465
14,16641,49409,82177,114945,147713,180481,213249,246017,278785,311553,344321,377089,409857,442625,475393,508161,540929,573697,606465,639233,672001,704769,737537,770305,803073,835841,868609,901377,934145,966913,999681,1032449,1065217,1097985,1130753,1163521,1196289,1229057,1261825,1294593,1327361,1360129,1392897,1425665,1458433,1491201,1523969,1556737,1589505,1622273,1655041,1687809,1720577,1753345,1786113,1818881,1851649,1884417,1917185,1949953,1982721,2015489,2048257,2081025,2113793,2146561,2179329,2212097,2244865,2277633,2310401,2343169,2375937,2408705,2441473,2474241,2507009,2539777,2572545,2605313,2638081,2670849,2703617,2736385,2769153,2801921,2834689,2867457,2900225,2932993,2965761,2998529,3031297,3064065,3096833,3129601,3162369,3195137,3227905,3260673
15,33025,98561,164097,229633,295169,360705,426241,491777,557313,622849,688385,753921,819457,884993,950529,1016065,1081601,1147137,1212673,1278209,1343745,1409281,1474817,1540353,1605889,1671425,1736961,1802497,1868033,1933569,1999105,2064641,2130177,2195713,2261249,2326785,2392321,2457857,2523393,2588929,2654465,2720001,2785537,2851073,2916609,2982145,3047681,3113217,3178753,3244289,3309825,3375361,3440897,3506433,3571969,3637505,3703041,3768577,3834113,3899649,3965185,4030721,4096257,4161793,4227329,4292865,4358401,4423937,4489473,4555009,4620545,4686081,4751617,4817153,4882689,4948225,5013761,5079297,5144833,5210369,5275905,5341441,5406977,5472513,5538049,5603585,5669121,5734657,5800193,5865729,5931265,5996801,6062337,6127873,6193409,6258945,6324481,6390017,6455553,6521089
16,257,131329,262401,393473,524545,655617,786689,917761,1048833,1179905,1310977,1442049,1573121,1704193,1835265,1966337,2097409,2228481,2359553,2490625,2621697,2752769,2883841,3014913,3145985,3277057,3408129,3539201,3670273,3801345,3932417,4063489,4194561,4325633,4456705,4587777,4718849,4849921,4980993,5112065,5243137,5374209,5505281,5636353,5767425,5898497,6029569,6160641,6291713,6422785,6553857,6684929,6816001,6947073,7078145,7209217,7340289,7471361,7602433,7733505,7864577,7995649,8126721,8257793,8388865,8519937,8651009,8782081,8913153,9044225,9175297,9306369,9437441,9568513,9699585,9830657,9961729,10092801,10223873,10354945,10486017,10617089,10748161,10879233,11010305,11141377,11272449,11403521,11534593,11665665,11796737,11927809,12058881,12189953,12321025,12452097,12583169,12714241,12845313,12976385
17,196865,459009,721153,983297,1245441,1507585,1769729,2031873,2294017,2556161,2818305,3080449,3342593,3604737,3866881,4129025,4391169,4653313,4915457,5177601,5439745,5701889,5964033,6226177,6488321,6750465,7012609,7274753,7536897,7799041,8061185,8323329,8585473,8847617,9109761,9371905,9634049,9896193,10158337,10420481,10682625,10944769,11206913,11469057,11731201,11993345,12255489,12517633,12779777,13041921,13304065,13566209,13828353,14090497,14352641,14614785,14876929,15139073,15401217,15663361,15925505,16187649,16449793,16711937,16974081,17236225,17498369,17760513,18022657,18284801,18546945,18809089,19071233,19333377,19595521,19857665,20119809,20381953,20644097,20906241,21168385,21430529,21692673,21954817,22216961,22479105,22741249,23003393,23265537,23527681,23789825,24051969,24314113,24576257,24838401,25100545,25362689,25624833,25886977,26149121
18,327937,852225,1376513,1900801,2425089,2949377,3473665,3997953,4522241,5046529,5570817,6095105,6619393,7143681,7667969,8192257,8716545,9240833,9765121,10289409,10813697,11337985,11862273,12386561,12910849,13435137,13959425,14483713,15008001,15532289,16056577,16580865,17105153,17629441,18153729,18678017,19202305,19726593,20250881,20775169,21299457,21823745,22348033,22872321,23396609,23920897,24445185,24969473,25493761,26018049,26542337,27066625,27590913,28115201,28639489,29163777,29688065,30212353,30736641,31260929,31785217,32309505,32833793,33358081,33882369,34406657,34930945,35455233,35979521,36503809,37028097,37552385,38076673,38600961,39125249,39649537,40173825,40698113,41222401,41746689,42270977,42795265,43319553,43843841,44368129,44892417,45416705,45940993,46465281,46989569,47513857,48038145,48562433,49086721,49611009,50135297,50659585,51183873,51708161,52232449
19,590081,1638657,2687233,3735809,4784385,5832961,6881537,7930113,8978689,10027265,11075841,12124417,13172993,14221569,15270145,16318721,17367297,18415873,19464449,20513025,21561601,22610177,23658753,24707329,25755905,26804481,27853057,28901633,29950209,30998785,32047361,33095937,34144513,35193089,36241665,37290241,38338817,39387393,40435969,41484545,42533121,43581697,44630273,45678849,46727425,47776001,48824577,49873153,50921729,51970305,53018881,54067457,55116033,56164609,57213185,58261761,59310337,60358913,61407489,62456065,63504641,64553217,65601793,66650369,67698945,68747521,69796097,70844673,71893249,72941825,73990401,75038977,76087553,77136129,78184705,79233281,80281857,81330433,82379009,83427585,84476161,85524737,86573313,87621889,88670465,89719041,90767617,91816193,92864769,93913345,94961921,96010497,97059073,98107649,99156225,100204801,101253377,102301953,103350529,104399105
20,1114369,3211521,5308673,7405825,9502977,11600129,13697281,15794433,17891585,19988737,22085889,24183041,26280193,28377345,30474497,32571649,34668801,36765953,38863105,40960257,43057409,45154561,47251713,49348865,51446017,53543169,55640321,57737473,59834625,61931777,64028929,66126081,68223233,70320385,72417537,74514689,76611841,78708993,80806145,82903297,85000449,87097601,89194753,91291905,93389057,95486209,97583361,99680513,101777665,103874817,105971969,108069121,110166273,112263425,114360577,116457729,118554881,120652033,122749185,124846337,126943489,129040641,131137793,133234945,135332097,137429249,139526401,141623553,143720705,145817857,147915009,150012161,152109313,154206465,156303617,158400769,160497921,162595073,164692225,166789377,168886529,170983681,173080833,175177985,177275137,179372289,181469441,183566593,185663745,187760897,189858049,191955201,194052353,196149505,198246657,200343809,202440961,204538113,206635265,208732417
21,2162945,6357249,10551553,14745857,18940161,23134465,27328769,31523073,35717377,39911681,44105985,48300289,52494593,56688897,60883201,65077505,69271809,73466113,77660417,81854721,86049025,90243329,94437633,98631937,102826241,107020545,111214849,115409153,119603457,123797761,127992065,132186369,136380673,140574977,144769281,148963585,153157889,157352193,161546497,165740801,169935105,174129409,178323713,182518017,186712321,190906625,195100929,199295233,203489537,207683841,211878145,216072449,220266753,224461057,228655361,232849665,237043969,241238273,245432577,249626881,253821185,258015489,262209793,266404097,270598401,274792705,278987009,283181313,287375617,291569921,295764225,299958529,304152833,308347137,312541441,316735745,320930049,325124353,329318657,333512961,337707265,341901569,346095873,350290177,354484481,358678785,362873089,367067393,371261697,375456001,379650305,383844609,388038913,392233217,396427521,400621825,404816129,409010433,413204737,417399041
22,4260097,12648705,21037313,29425921,37814529,46203137,54591745,62980353,71368961,79757569,88146177,96534785,104923393,113312001,121700609,130089217,138477825,146866433,155255041,163643649,172032257,180420865,188809473,197198081,205586689,213975297,222363905,230752513,239141121,247529729,255918337,264306945,272695553,281084161,289472769,297861377,306249985,314638593,323027201,331415809,339804417,348193025,356581633,364970241,373358849,381747457,390136065,398524673,406913281,415301889,423690497,432079105,440467713,448856321,457244929,465633537,474022145,482410753,490799361,499187969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8454401,25231617,42008833,58786049,75563265,92340481,109117697,125894913,142672129,159449345,176226561,193003777,209780993,226558209,243335425,260112641,276889857,293667073,310444289,327221505,343998721,360775937,377553153,394330369,411107585,427884801,444662017,461439233,478216449,494993665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,65793,33620225,67174657,100729089,134283521,167837953,201392385,234946817,268501249,302055681,335610113,369164545,402718977,436273409,469827841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,50397441,117506305,184615169,251724033,318832897,385941761,453050625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,83951873,218169601,352387329,486605057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,151060737,419496193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,285278465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,16843009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
